lat,lon,st_marker_id
41.161059,-8.604162,A127
41.15736,-8.628453,A128
41.172066,-8.611236,A129
41.153724,-8.67897,A130
41.140764,-8.615394,A131
41.186421,-8.654292,A132
41.161221,-8.605017,A133
41.169663,-8.589303,A134
41.153634,-8.610381,A135
41.14935,-8.611128,A136
41.160645,-8.592192,A137
41.150385,-8.611569,A138
41.149026,-8.640792,A139
41.150376,-8.61147,A140
41.14071,-8.615538,A141
41.150439,-8.610903,A142
41.152248,-8.654706,A143
41.150466,-8.61165,A144
41.143239,-8.602821,A145
41.182695,-8.600139,A146
41.144886,-8.610804,A147
41.146542,-8.603631,A148
41.14602,-8.612478,A149
41.14944,-8.611155,A150
41.146128,-8.617608,A151
41.163993,-8.637273,A152
41.144616,-8.606484,A153
41.161158,-8.604828,A154
41.158134,-8.682912,A155
41.145651,-8.610966,A156
41.144445,-8.606142,A157
41.148036,-8.619849,A158
41.146119,-8.617608,A159
41.151816,-8.626977,A160
41.156163,-8.591301,A161
41.149125,-8.586369,A162
41.137722,-8.587566,A163
41.158179,-8.68266,A164
41.145975,-8.612496,A165
41.149908,-8.619291,A166
41.15007,-8.617725,A167
41.154084,-8.649783,A168
41.235057,-8.669367,A169
41.144679,-8.606556,A170
41.234859,-8.669628,A171
41.164317,-8.623044,A172
41.155389,-8.580051,A173
41.15475,-8.630703,A174
41.17851,-8.580357,A175
41.182695,-8.600166,A176
41.146479,-8.614035,A177
41.158845,-8.593065,A178
41.140026,-8.56449,A179
41.154345,-8.649981,A180
41.144706,-8.606322,A181
41.152473,-8.619912,A182
41.147145,-8.614395,A183
41.159376,-8.638767,A184
41.147028,-8.61399,A185
41.182722,-8.600166,A186
41.142735,-8.614602,A187
41.182713,-8.600166,A188
41.154687,-8.630712,A189
41.15052,-8.605449,A190
41.14566,-8.607249,A191
41.145975,-8.613585,A192
41.156478,-8.641665,A193
41.161176,-8.604864,A194
41.161149,-8.604864,A195
41.152689,-8.618166,A196
41.146794,-8.596341,A197
41.146056,-8.617626,A198
41.142888,-8.605368,A199
41.140386,-8.615664,A200
41.149368,-8.611155,A201
41.141187,-8.614152,A202
41.151537,-8.610363,A203
41.146578,-8.613972,A204
41.149404,-8.611137,A205
41.149899,-8.63658,A206
41.161131,-8.604819,A207
41.151726,-8.655237,A208
41.162724,-8.591301,A209
41.152338,-8.606619,A210
41.160654,-8.604927,A211
41.154066,-8.613252,A212
41.149089,-8.599149,A213
41.182353,-8.596935,A214
41.16114,-8.604837,A215
41.150961,-8.60706,A216
41.181759,-8.601255,A217
41.160672,-8.68239,A218
41.14611,-8.617563,A219
41.146119,-8.617626,A220
41.146146,-8.617581,A221
41.151879,-8.627139,A222
41.146164,-8.617617,A223
41.182335,-8.660745,A224
41.146137,-8.617644,A225
41.175189,-8.662698,A226
41.164209,-8.639514,A227
41.149224,-8.599356,A228
41.152014,-8.668629,A229
41.146146,-8.617635,A230
41.149809,-8.61957,A231
41.146209,-8.617599,A232
41.155749,-8.599158,A233
41.160987,-8.592093,A234
41.181759,-8.601201,A235
41.157324,-8.628093,A236
41.197851,-8.598105,A237
41.14755,-8.608716,A238
41.158953,-8.63856,A239
41.153337,-8.596287,A240
41.181768,-8.601246,A241
41.149629,-8.611101,A242
41.164938,-8.628426,A243
41.145939,-8.612703,A244
41.145957,-8.61273,A245
41.144589,-8.606457,A246
41.14458,-8.606376,A247
41.149584,-8.611074,A248
41.148072,-8.619768,A249
41.17815,-8.613909,A250
41.144445,-8.606313,A251
41.165982,-8.649891,A252
41.145669,-8.610876,A253
41.147082,-8.612235,A254
41.14782,-8.668233,A255
41.152635,-8.631927,A256
41.161041,-8.621136,A257
41.145975,-8.612424,A258
41.124978,-8.604261,A259
41.147424,-8.621298,A260
41.147388,-8.614341,A261
41.145777,-8.607258,A262
41.175594,-8.626761,A263
41.153517,-8.6058,A264
41.145732,-8.60706,A265
41.169213,-8.630127,A266
41.1543,-8.651916,A267
41.169483,-8.669574,A268
41.171724,-8.635671,A269
41.145921,-8.607033,A270
41.175702,-8.614341,A271
41.164191,-8.6229,A272
41.170626,-8.638191,A273
41.145957,-8.612613,A274
41.147289,-8.615736,A275
41.159934,-8.611686,A276
41.190894,-8.580285,A277
41.146317,-8.610129,A278
41.154831,-8.630433,A279
41.151771,-8.640549,A280
41.154417,-8.613234,A281
41.148018,-8.619894,A282
41.153625,-8.610291,A283
41.159088,-8.638461,A284
41.144553,-8.606286,A285
41.158269,-8.638272,A286
41.162742,-8.609076,A287
41.164632,-8.583048,A288
41.173416,-8.663166,A289
41.142222,-8.6139,A290
41.180535,-8.582553,A291
41.157234,-8.595342,A292
41.141133,-8.614044,A293
41.163597,-8.64495,A294
41.162868,-8.593812,A295
41.157972,-8.628003,A296
41.167287,-8.649585,A297
41.166234,-8.649882,A298
41.154228,-8.649999,A299
41.161752,-8.598132,A300
41.156442,-8.64171,A301
41.166873,-8.649108,A302
41.149593,-8.635482,A303
41.14935,-8.6112,A304
41.160915,-8.569737,A305
41.158404,-8.671824,A306
41.162553,-8.645247,A307
41.140683,-8.615502,A308
41.15115,-8.6148,A309
41.160969,-8.628849,A310
41.154273,-8.649441,A311
41.164209,-8.582877,A312
41.170536,-8.592831,A313
41.161185,-8.604774,A314
41.148414,-8.61372,A315
41.155389,-8.677953,A316
41.15943,-8.643123,A317
41.179401,-8.609256,A318
41.166189,-8.645292,A319
41.164911,-8.649459,A320
41.154273,-8.662401,A321
41.154696,-8.610048,A322
41.153076,-8.604684,A323
41.16969,-8.58924,A324
41.175351,-8.627769,A325
41.145327,-8.607339,A326
41.157891,-8.648091,A327
41.151897,-8.627058,A328
41.1462,-8.617707,A329
41.180544,-8.582553,A330
41.144589,-8.606439,A331
41.158728,-8.60049,A332
41.162499,-8.569935,A333
41.16501,-8.598717,A334
41.154939,-8.630694,A335
41.15727,-8.678646,A336
41.151285,-8.609553,A337
41.177709,-8.68482,A338
41.181444,-8.583687,A339
41.171328,-8.614845,A340
41.146011,-8.612586,A341
41.160996,-8.628849,A342
41.136282,-8.627724,A343
41.207166,-8.550306,A344
41.149017,-8.611515,A345
41.148387,-8.612136,A346
41.211594,-8.572887,A347
41.162634,-8.590608,A348
41.150007,-8.657307,A349
41.14053,-8.613054,A350
41.179446,-8.631387,A351
41.151627,-8.628219,A352
41.163084,-8.663274,A353
41.180409,-8.582589,A354
41.167341,-8.570286,A355
41.180562,-8.582643,A356
41.18841,-8.687511,A357
41.185521,-8.637408,A358
41.144301,-8.605422,A359
41.179941,-8.589474,A360
41.179554,-8.624322,A361
41.154426,-8.613252,A362
41.161536,-8.607303,A363
41.147334,-8.612118,A364
41.158557,-8.594568,A365
41.159637,-8.681769,A366
41.154309,-8.649477,A367
41.157396,-8.62839,A368
41.158197,-8.644122,A369
41.145633,-8.606934,A370
41.161041,-8.628912,A371
41.154714,-8.63064,A372
41.144589,-8.606349,A373
41.140701,-8.615556,A374
41.145732,-8.606907,A375
41.164992,-8.642142,A376
41.146164,-8.617572,A377
41.15295,-8.637957,A378
41.156199,-8.624169,A379
41.161194,-8.604756,A380
41.181777,-8.601885,A381
41.157432,-8.630271,A382
41.146533,-8.587188,A383
41.179779,-8.587332,A384
41.167557,-8.646804,A385
41.1642,-8.622963,A386
41.164119,-8.676972,A387
41.178699,-8.616105,A388
41.160861,-8.628759,A389
41.164164,-8.622873,A390
41.186916,-8.694846,A391
41.148594,-8.612937,A392
41.1534,-8.655408,A393
41.159799,-8.639784,A394
41.154408,-8.613261,A395
41.161023,-8.64864,A396
41.141988,-8.619255,A397
41.159448,-8.580114,A398
41.148027,-8.619858,A399
41.183469,-8.602713,A400
41.162724,-8.591229,A401
41.18184,-8.589123,A402
41.139999,-8.593821,A403
41.175585,-8.627778,A404
41.153085,-8.594865,A405
41.171994,-8.611272,A406
41.154021,-8.638389,A407
41.154696,-8.630667,A408
41.153832,-8.674092,A409
41.165001,-8.629227,A410
41.160339,-8.576019,A411
41.159439,-8.580033,A412
41.159628,-8.601777,A413
41.181759,-8.6013,A414
41.145795,-8.606808,A415
41.150052,-8.613765,A416
41.154309,-8.649891,A417
41.145723,-8.607249,A418
41.167656,-8.568495,A419
41.148576,-8.585604,A420
41.166603,-8.684973,A421
41.183874,-8.611623,A422
41.144688,-8.606565,A423
41.145615,-8.610885,A424
41.140728,-8.614089,A425
41.159106,-8.683506,A426
41.154228,-8.649477,A427
41.14854,-8.585649,A428
41.166054,-8.569764,A429
41.145588,-8.610849,A430
41.175387,-8.627751,A431
41.153967,-8.595252,A432
41.154246,-8.649558,A433
41.148594,-8.585685,A434
41.159322,-8.580114,A435
41.157288,-8.661204,A436
41.148585,-8.585604,A437
41.168394,-8.671041,A438
41.148549,-8.585667,A439
41.157387,-8.645283,A440
41.154363,-8.649333,A441
41.154651,-8.610093,A442
41.15475,-8.665119,A443
41.161689,-8.592678,A444
41.154336,-8.649333,A445
41.159583,-8.570205,A446
41.146074,-8.617581,A447
41.146272,-8.610174,A448
41.151636,-8.568351,A449
41.145507,-8.610741,A450
41.166918,-8.626554,A451
41.156874,-8.608221,A452
41.159718,-8.639928,A453
41.14566,-8.606862,A454
41.158215,-8.682786,A455
41.151294,-8.609463,A456
41.148531,-8.585658,A457
41.161059,-8.621019,A458
41.15988,-8.639856,A459
41.14944,-8.6121,A460
41.174685,-8.597925,A461
41.167242,-8.609454,A462
41.164191,-8.613315,A463
41.175711,-8.646642,A464
41.161059,-8.621037,A465
41.173533,-8.654733,A466
41.161041,-8.620992,A467
41.144607,-8.606655,A468
41.144526,-8.60652,A469
41.162742,-8.591256,A470
41.147937,-8.602848,A471
41.150736,-8.649,A472
41.148,-8.619867,A473
41.159394,-8.580078,A474
41.162724,-8.591274,A475
41.148504,-8.585703,A476
41.145588,-8.610813,A477
41.144553,-8.61237,A478
41.158584,-8.683101,A479
41.147721,-8.614971,A480
41.144634,-8.606493,A481
41.145516,-8.610705,A482
41.159097,-8.611974,A483
41.157333,-8.652141,A484
41.161167,-8.604171,A485
41.161068,-8.640684,A486
41.166864,-8.613324,A487
41.166864,-8.613333,A488
41.182731,-8.600094,A489
41.158377,-8.57637,A490
41.180175,-8.604873,A491
41.151627,-8.613918,A492
41.141277,-8.614062,A493
41.163201,-8.584218,A494
41.160825,-8.62866,A495
41.146308,-8.579025,A496
41.186835,-8.603199,A497
41.141277,-8.614098,A498
41.167359,-8.649495,A499
41.182389,-8.567703,A500
41.161293,-8.640684,A501
41.149116,-8.59923,A502
41.148279,-8.653059,A503
41.157027,-8.595972,A504
41.159268,-8.579997,A505
41.129955,-8.604621,A506
41.154345,-8.649639,A507
41.175432,-8.627742,A508
41.145651,-8.610939,A509
41.167476,-8.603523,A510
41.169285,-8.6526,A511
41.181183,-8.582742,A512
41.16654,-8.649774,A513
41.161095,-8.604126,A514
41.183262,-8.608203,A515
41.144463,-8.606484,A516
41.169798,-8.623035,A517
41.182731,-8.600166,A518
41.166873,-8.627013,A519
41.170779,-8.665497,A520
41.147946,-8.619813,A521
41.166927,-8.62713,A522
41.166855,-8.613234,A523
41.147973,-8.619831,A524
41.151564,-8.564481,A525
41.200983,-8.510175,A526
41.175378,-8.627751,A527
41.1516,-8.568369,A528
41.167467,-8.649927,A529
41.151969,-8.627085,A530
41.144481,-8.606502,A531
41.160735,-8.569971,A532
41.164461,-8.632287,A533
41.149152,-8.599239,A534
41.164938,-8.642124,A535
41.170644,-8.665623,A536
41.157378,-8.630145,A537
41.147514,-8.572671,A538
41.162544,-8.614305,A539
41.159736,-8.639883,A540
41.144544,-8.606547,A541
41.144544,-8.606493,A542
41.180571,-8.582526,A543
41.16096,-8.628894,A544
41.1795,-8.624322,A545
41.1489,-8.672769,A546
41.175396,-8.627742,A547
41.174739,-8.624511,A548
41.154309,-8.64981,A549
41.182677,-8.600076,A550
41.166837,-8.613144,A551
41.169483,-8.637237,A552
41.154291,-8.649549,A553
41.173551,-8.654742,A554
41.155794,-8.622612,A555
41.154372,-8.609076,A556
41.146479,-8.579781,A557
41.18274,-8.600184,A558
41.142807,-8.596431,A559
41.142717,-8.574696,A560
41.156559,-8.641611,A561
41.169735,-8.589258,A562
41.154354,-8.613324,A563
41.179545,-8.624349,A564
41.149179,-8.599239,A565
41.140485,-8.616033,A566
41.236965,-8.670015,A567
41.179509,-8.624421,A568
41.141142,-8.613963,A569
41.15682,-8.653878,A570
41.164407,-8.660961,A571
41.166054,-8.569719,A572
41.171904,-8.634042,A573
41.154822,-8.630496,A574
41.149413,-8.611137,A575
41.179986,-8.583075,A576
41.17086,-8.627373,A577
41.158233,-8.593191,A578
41.163174,-8.584353,A579
41.178321,-8.606394,A580
41.155524,-8.680428,A581
41.156433,-8.641719,A582
41.154525,-8.600508,A583
41.174964,-8.606853,A584
41.175603,-8.614854,A585
41.178177,-8.631036,A586
41.141277,-8.613999,A587
41.140692,-8.615601,A588
41.15088,-8.650683,A589
41.154372,-8.613297,A590
41.141187,-8.613963,A591
41.159079,-8.611902,A592
41.208462,-8.688402,A593
41.162616,-8.591301,A594
41.166864,-8.61336,A595
41.170302,-8.660682,A596
41.208084,-8.556084,A597
41.175558,-8.666226,A598
41.147595,-8.609058,A599
41.161068,-8.621037,A600
41.149395,-8.611128,A601
41.144571,-8.606511,A602
41.152725,-8.567055,A603
41.177196,-8.609355,A604
41.171445,-8.668548,A605
41.146074,-8.606907,A606
41.153274,-8.645634,A607
41.171283,-8.651475,A608
41.15745,-8.644095,A609
41.169141,-8.651736,A610
41.148612,-8.585613,A611
41.190399,-8.580339,A612
41.154966,-8.630712,A613
41.157639,-8.593767,A614
41.170725,-8.665632,A615
41.157414,-8.630145,A616
41.15763,-8.604576,A617
41.169438,-8.646354,A618
41.149161,-8.599257,A619
41.177601,-8.646525,A620
41.184198,-8.610885,A621
41.15385,-8.674128,A622
41.167107,-8.599869,A623
41.167314,-8.649558,A624
41.154273,-8.638218,A625
41.160798,-8.628849,A626
41.147991,-8.619813,A627
41.17698,-8.625213,A628
41.152446,-8.635302,A629
41.16105,-8.621046,A630
41.166396,-8.632854,A631
41.161113,-8.604846,A632
41.159286,-8.636751,A633
41.145705,-8.610831,A634
41.143185,-8.609265,A635
41.169771,-8.589267,A636
41.148504,-8.585622,A637
41.148504,-8.585649,A638
41.141187,-8.613846,A639
41.157765,-8.627616,A640
41.149143,-8.59923,A641
41.148594,-8.585622,A642
41.160411,-8.609562,A643
41.170752,-8.665695,A644
41.170698,-8.665668,A645
41.159259,-8.580249,A646
41.164776,-8.583156,A647
41.144535,-8.606511,A648
41.160825,-8.628894,A649
41.175468,-8.627733,A650
41.169879,-8.608185,A651
41.167755,-8.6121,A652
41.15205,-8.605998,A653
41.160501,-8.682084,A654
41.145417,-8.607456,A655
41.148909,-8.672796,A656
41.147154,-8.617608,A657
41.180652,-8.582526,A658
41.15736,-8.628129,A659
41.145597,-8.610849,A660
41.137695,-8.596548,A661
41.154507,-8.678871,A662
41.157288,-8.628102,A663
41.157414,-8.622639,A664
41.148585,-8.615619,A665
41.161005,-8.628912,A666
41.144274,-8.608905,A667
41.149377,-8.611092,A668
41.160492,-8.615988,A669
41.160366,-8.609481,A670
41.159349,-8.580006,A671
41.160969,-8.628777,A672
41.159799,-8.639829,A673
41.157621,-8.627832,A674
41.170869,-8.638515,A675
41.154336,-8.649414,A676
41.181687,-8.60049,A677
41.1624,-8.633844,A678
41.177655,-8.646417,A679
41.145624,-8.610957,A680
41.183055,-8.599257,A681
41.164074,-8.662554,A682
41.175423,-8.627733,A683
41.157378,-8.62821,A684
41.147955,-8.606601,A685
41.170653,-8.665632,A686
41.145633,-8.607186,A687
41.145624,-8.610876,A688
41.154444,-8.608518,A689
41.169339,-8.603379,A690
41.161158,-8.604792,A691
41.161023,-8.620956,A692
41.150808,-8.617329,A693
41.148558,-8.585631,A694
41.160996,-8.620974,A695
41.151339,-8.60949,A696
41.161122,-8.604819,A697
41.141295,-8.613999,A698
41.142744,-8.602425,A699
41.145651,-8.610867,A700
41.144625,-8.606484,A701
41.177691,-8.646435,A702
41.145642,-8.610822,A703
41.165946,-8.64999,A704
41.16726,-8.649603,A705
41.162382,-8.597997,A706
41.145606,-8.610795,A707
41.145633,-8.610759,A708
41.166585,-8.623476,A709
41.179644,-8.602893,A710
41.149143,-8.599239,A711
41.151321,-8.609616,A712
41.158845,-8.644077,A713
41.145777,-8.606826,A714
41.154228,-8.649243,A715
41.177223,-8.625024,A716
41.157279,-8.628165,A717
41.175423,-8.62776,A718
41.159907,-8.621118,A719
41.142105,-8.619327,A720
41.147199,-8.622396,A721
41.149062,-8.611677,A722
41.167269,-8.64945,A723
41.16006,-8.640693,A724
41.144337,-8.577009,A725
41.155776,-8.663679,A726
41.163714,-8.577099,A727
41.151357,-8.609436,A728
41.153598,-8.566263,A729
41.161023,-8.604153,A730
41.172039,-8.611146,A731
41.145705,-8.606853,A732
41.175558,-8.585289,A733
41.180535,-8.582517,A734
41.151321,-8.609472,A735
41.175189,-8.591166,A736
41.175459,-8.627742,A737
41.146821,-8.620344,A738
41.16735,-8.649531,A739
41.150232,-8.658657,A740
41.145687,-8.610957,A741
41.162724,-8.591328,A742
41.177385,-8.65728,A743
41.165757,-8.646588,A744
41.154849,-8.630343,A745
41.148009,-8.619849,A746
41.14251,-8.619057,A747
41.147892,-8.606403,A748
41.179995,-8.57241,A749
41.148621,-8.58564,A750
41.157405,-8.630163,A751
41.148018,-8.619849,A752
41.148522,-8.585631,A753
41.156181,-8.591319,A754
41.162643,-8.591202,A755
41.148522,-8.585613,A756
41.148036,-8.61984,A757
41.164443,-8.636688,A758
41.163183,-8.584182,A759
41.14854,-8.585604,A760
41.148378,-8.585685,A761
41.159925,-8.630928,A762
41.162382,-8.615529,A763
41.174982,-8.649558,A764
41.165721,-8.587764,A765
41.151735,-8.609634,A766
41.158251,-8.660592,A767
41.160852,-8.606628,A768
41.144589,-8.606592,A769
41.148414,-8.585649,A770
41.161113,-8.60418,A771
41.169447,-8.646435,A772
41.161131,-8.604081,A773
41.148504,-8.585604,A774
41.157657,-8.627607,A775
41.158746,-8.637057,A776
41.148522,-8.58564,A777
41.145669,-8.610912,A778
41.167305,-8.649567,A779
41.1597,-8.639829,A780
41.148549,-8.585613,A781
41.142717,-8.574759,A782
41.151447,-8.632413,A783
41.179059,-8.58906,A784
41.163111,-8.614476,A785
41.169708,-8.589249,A786
41.175648,-8.668071,A787
41.148531,-8.585703,A788
41.159412,-8.580177,A789
41.154192,-8.649396,A790
41.146155,-8.61759,A791
41.176323,-8.615727,A792
41.181948,-8.65971,A793
41.148045,-8.619822,A794
41.145705,-8.610732,A795
41.166054,-8.569782,A796
41.163381,-8.615808,A797
41.178933,-8.609211,A798
41.150799,-8.593227,A799
41.148567,-8.585631,A800
41.157612,-8.627832,A801
41.149116,-8.633043,A802
41.148558,-8.585649,A803
41.142096,-8.614395,A804
41.148018,-8.61984,A805
41.148576,-8.585631,A806
41.165955,-8.601975,A807
41.150781,-8.614728,A808
41.176845,-8.631495,A809
41.145417,-8.607384,A810
41.148576,-8.585613,A811
41.168817,-8.611668,A812
41.145579,-8.610867,A813
41.154606,-8.630793,A814
41.135751,-8.601156,A815
41.142699,-8.57475,A816
41.148549,-8.585649,A817
41.15907,-8.643753,A818
41.161077,-8.604783,A819
41.169897,-8.601777,A820
41.230881,-8.546913,A821
41.155713,-8.594757,A822
41.174838,-8.65449,A823
41.148612,-8.585631,A824
41.160015,-8.6337,A825
41.179626,-8.60292,A826
41.16033,-8.609661,A827
41.147982,-8.619885,A828
41.164695,-8.58312,A829
41.14575,-8.606817,A830
41.175576,-8.646624,A831
41.163264,-8.589357,A832
41.157972,-8.601552,A833
41.145552,-8.610786,A834
41.146335,-8.631099,A835
41.170707,-8.665614,A836
41.154714,-8.654067,A837
41.145615,-8.610858,A838
41.163363,-8.589519,A839
41.149449,-8.611119,A840
41.15178,-8.652186,A841
41.177187,-8.609544,A842
41.147973,-8.619876,A843
41.155632,-8.624295,A844
41.140647,-8.61552,A845
41.148,-8.619795,A846
41.126985,-8.597853,A847
41.145606,-8.610831,A848
41.181282,-8.609364,A849
41.147991,-8.619858,A850
41.15763,-8.627751,A851
41.150322,-8.607096,A852
41.150313,-8.606934,A853
41.149161,-8.599248,A854
41.148531,-8.61201,A855
41.165172,-8.643033,A856
41.182686,-8.600013,A857
41.149368,-8.663877,A858
41.161041,-8.628813,A859
41.181192,-8.582787,A860
41.154075,-8.621082,A861
41.161077,-8.604126,A862
41.145696,-8.610849,A863
41.163777,-8.664993,A864
41.160114,-8.625879,A865
41.154417,-8.64405,A866
41.151087,-8.647542,A867
41.161032,-8.621064,A868
41.154912,-8.630604,A869
41.153436,-8.608824,A870
41.18274,-8.600157,A871
41.15745,-8.643447,A872
41.17869,-8.61615,A873
41.147964,-8.61993,A874
41.157333,-8.592372,A875
41.166009,-8.56998,A876
41.170617,-8.665632,A877
41.157405,-8.6283,A878
41.179878,-8.603946,A879
41.166801,-8.61318,A880
41.159304,-8.580312,A881
41.170788,-8.638452,A882
41.154363,-8.61327,A883
41.170338,-8.657361,A884
41.146056,-8.612505,A885
41.182704,-8.600112,A886
41.145741,-8.610975,A887
41.150052,-8.660295,A888
41.144634,-8.606475,A889
41.150052,-8.660502,A890
41.175414,-8.627769,A891
41.153895,-8.674092,A892
41.153166,-8.659683,A893
41.161095,-8.604846,A894
41.149089,-8.599185,A895
41.16105,-8.604873,A896
41.152131,-8.627256,A897
41.157549,-8.630253,A898
41.166072,-8.569728,A899
41.148045,-8.619867,A900
41.182704,-8.600202,A901
41.151024,-8.608851,A902
41.145687,-8.610912,A903
41.148558,-8.58564,A904
41.170212,-8.617914,A905
41.144697,-8.606475,A906
41.173515,-8.654769,A907
41.170779,-8.638434,A908
41.164686,-8.583129,A909
41.172507,-8.587575,A910
41.182704,-8.600094,A911
41.159043,-8.650134,A912
41.148081,-8.619768,A913
41.147937,-8.619849,A914
41.177583,-8.571384,A915
41.158251,-8.623197,A916
41.181435,-8.613423,A917
41.161041,-8.621091,A918
41.144661,-8.606547,A919
41.154372,-8.613252,A920
41.166945,-8.627067,A921
41.157567,-8.627688,A922
41.168502,-8.653077,A923
41.150979,-8.606331,A924
41.146083,-8.617617,A925
41.161131,-8.604828,A926
41.145732,-8.610939,A927
41.158287,-8.609949,A928
41.168592,-8.62488,A929
41.147397,-8.608968,A930
41.173812,-8.616861,A931
41.159934,-8.641044,A932
41.147928,-8.619858,A933
41.148594,-8.585631,A934
41.159376,-8.58015,A935
41.146155,-8.617608,A936
41.171742,-8.636517,A937
41.164803,-8.583174,A938
41.166153,-8.640162,A939
41.147469,-8.597034,A940
41.159529,-8.609913,A941
41.174289,-8.650746,A942
41.167296,-8.649585,A943
41.168799,-8.628498,A944
41.166855,-8.613135,A945
41.125797,-8.598303,A946
41.157027,-8.612892,A947
41.150844,-8.622963,A948
41.180085,-8.613792,A949
41.160411,-8.609598,A950
41.154849,-8.630433,A951
41.171967,-8.611227,A952
41.152212,-8.62722,A953
41.161086,-8.621046,A954
41.161779,-8.663868,A955
41.159232,-8.580222,A956
41.169699,-8.589276,A957
41.166819,-8.613234,A958
41.147955,-8.61984,A959
41.145714,-8.610903,A960
41.148009,-8.619777,A961
41.146236,-8.617662,A962
41.164695,-8.645337,A963
41.163678,-8.572014,A964
41.16087,-8.628678,A965
41.144562,-8.606313,A966
41.157027,-8.576856,A967
41.14467,-8.606457,A968
41.182659,-8.600058,A969
41.125014,-8.596467,A970
41.124132,-8.607717,A971
41.172012,-8.611128,A972
41.142438,-8.616708,A973
41.159772,-8.640009,A974
41.150322,-8.606988,A975
41.157558,-8.628345,A976
41.144706,-8.606412,A977
41.149161,-8.599266,A978
41.146578,-8.61147,A979
41.157315,-8.628309,A980
41.17536,-8.627733,A981
41.145669,-8.610867,A982
41.162418,-8.61687,A983
41.161032,-8.628804,A984
41.156127,-8.652789,A985
41.167467,-8.60787,A986
41.157063,-8.666487,A987
41.17356,-8.654751,A988
41.145759,-8.610876,A989
41.161059,-8.628777,A990
41.157468,-8.630163,A991
41.166162,-8.569503,A992
41.148504,-8.585784,A993
41.154804,-8.658027,A994
41.145669,-8.581149,A995
41.1507,-8.596971,A996
41.15385,-8.674083,A997
